Grant.Status,Sponsor.Code,Grant.Category.Code,Contract.Value.Band...see.note.A,Start.date,RFCD.Code.1,RFCD.Percentage.1,RFCD.Code.2,RFCD.Percentage.2,RFCD.Code.3,RFCD.Percentage.3,RFCD.Code.4,RFCD.Percentage.4,RFCD.Code.5,RFCD.Percentage.5,SEO.Code.1,SEO.Percentage.1,SEO.Code.2,SEO.Percentage.2,SEO.Code.3,SEO.Percentage.3,SEO.Code.4,SEO.Percentage.4,SEO.Code.5,SEO.Percentage.5,Person.ID.1,Role.1,Year.of.Birth.1,Country.of.Birth.1,Home.Language.1,Dept.No..1,Faculty.No..1,With.PHD.1,No..of.Years.in.Uni.at.Time.of.Grant.1,Number.of.Successful.Grant.1,Number.of.Unsuccessful.Grant.1,A..1,A.1,B.1,C.1,Person.ID.2,Role.2,Year.of.Birth.2,Country.of.Birth.2,Home.Language.2,Dept.No..2,Faculty.No..2,With.PHD.2,No..of.Years.in.Uni.at.Time.of.Grant.2,Number.of.Successful.Grant.2,Number.of.Unsuccessful.Grant.2,A..2,A.2,B.2,C.2
0,173A,30B,A ,23/10/06,270103,30,270105,30,270106,30,270201,10,0,0,730108,100,0,0,0,0,0,0,0,0,107667,CHIEF_INVESTIGATOR,1955,Australia,,2778,25,,>=0 to 5,1,1,1,2,1,0,,,,,,,,,,,,,,,
1,,,A ,24/10/06,321004,100,0,0,0,0,0,0,0,0,730105,100,0,0,0,0,0,0,0,0,72037,CHIEF_INVESTIGATOR,1970,Australia,,2713,25,Yes ,>5 to 10,2,5,5,5,6,0,,,,,,,,,,,,,,,
1,,,A ,25/10/06,,,,,,,,,,,,,,,,,,,,,46127,CHIEF_INVESTIGATOR,1955,Great Britain,,2518,25,,>=0 to 5,0,0,0,0,6,0,,,,,,,,,,,,,,,
0,1A,10A,,25/10/06,270603,60,321205,30,320603,10,0,0,0,0,730114,60,730204,10,730215,30,0,0,0,0,1797,CHIEF_INVESTIGATOR,1960,North America,,2678,25,Yes ,>5 to 10,5,14,0,9,7,0,,STUD_CHIEF_INVESTIGATOR,,,,,,,,,,,,,
1,,,A ,25/10/06,440104,100,0,0,0,0,0,0,0,0,780199,100,0,0,0,0,0,0,0,0,63377,CHIEF_INVESTIGATOR,1955,Australia,,803,7,,,0,0,0,1,2,1,,,,,,,,,,,,,,,
1,,,,26/10/06,,,,,,,,,,,,,,,,,,,,,70832,CHIEF_INVESTIGATOR,1955,Australia,,3028,31,Yes ,more than 15,1,1,13,14,13,3,,,,,,,,,,,,,,,
1,,,,26/10/06,,,,,,,,,,,,,,,,,,,,,70832,CHIEF_INVESTIGATOR,1955,Australia,,3028,31,Yes ,more than 15,1,1,13,14,13,3,,,,,,,,,,,,,,,
0,89A,30B,A ,26/10/06,321004,100,0,0,0,0,0,0,0,0,730105,100,0,0,0,0,0,0,0,0,78977,CHIEF_INVESTIGATOR,1945,Australia,,2813,25,,Less than 0,1,1,4,17,29,8,,,,,,,,,,,,,,,
0,89A,30B,A ,26/10/06,321028,100,0,0,0,0,0,0,0,0,730114,100,0,0,0,0,0,0,0,0,146987,CHIEF_INVESTIGATOR,1965,Great Britain,English,2853,25,Yes ,>=0 to 5,0,1,1,3,3,0,,,,,,,,,,,,,,,
1,,,,27/10/06,,,,,,,,,,,,,,,,,,,,,407,CHIEF_INVESTIGATOR,1955,Australia,,2713,25,,>10 to 15,1,0,6,3,6,2,,,,,,,,,,,,,,,
1,,,,30/10/06,320899,100,0,0,0,0,0,0,0,0,730399,100,0,0,0,0,0,0,0,0,31377,CHIEF_INVESTIGATOR,1965,Australia,,2553,25,,>=0 to 5,0,0,0,0,0,0,,,,,,,,,,,,,,,
1,,,,30/10/06,,,,,,,,,,,,,,,,,,,,,70832,CHIEF_INVESTIGATOR,1955,Australia,,3028,31,Yes ,more than 15,1,1,13,14,13,3,,,,,,,,,,,,,,,
1,,,,30/10/06,,,,,,,,,,,,,,,,,,,,,77832,CHIEF_INVESTIGATOR,1970,Australia,,28,79,Yes ,>5 to 10,1,0,12,5,2,2,,,,,,,,,,,,,,,
1,,,,30/10/06,,,,,,,,,,,,,,,,,,,,,70832,CHIEF_INVESTIGATOR,1955,Australia,,3028,31,Yes ,more than 15,1,1,13,14,13,3,,,,,,,,,,,,,,,
1,,,,30/10/06,330109,50,370202,50,0,0,0,0,0,0,730208,100,0,0,0,0,0,0,0,0,81822,CHIEF_INVESTIGATOR,1945,Australia,,2298,46,,Less than 0,0,0,0,0,2,1,,,,,,,,,,,,,,,
1,,,Q ,30/10/06,321015,50,321203,50,0,0,0,0,0,0,730108,50,730399,50,0,0,0,0,0,0,64927,CHIEF_INVESTIGATOR,1945,Australia,,2543,25,Yes ,>5 to 10,0,1,10,12,4,4,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,
1,,,,30/10/06,321015,100,0,0,0,0,0,0,0,0,730108,100,0,0,0,0,0,0,0,0,67007,CHIEF_INVESTIGATOR,1965,Australia,,2778,25,Yes ,>5 to 10,1,0,0,1,0,2,736707,HONVISIT,1975,,,,,,,0,0,0,0,0,0
1,,,,30/10/06,320899,100,0,0,0,0,0,0,0,0,730399,100,0,0,0,0,0,0,0,0,31377,CHIEF_INVESTIGATOR,1965,Australia,,2553,25,,>=0 to 5,0,0,0,0,0,0,,,,,,,,,,,,,,,
0,21A,50A,A ,31/10/06,320702,100,0,0,0,0,0,0,0,0,730104,100,0,0,0,0,0,0,0,0,9067,CHIEF_INVESTIGATOR,1960,Australia,,2538,25,Yes ,more than 15,3,4,10,15,4,3,,,,,,,,,,,,,,,
1,,,,31/10/06,,,,,,,,,,,,,,,,,,,,,79192,CHIEF_INVESTIGATOR,1950,Australia,,2523,25,Yes ,more than 15,2,5,42,55,18,4,,,,,,,,,,,,,,,
1,,,G ,31/10/06,320502,100,0,0,0,0,0,0,0,0,730106,100,0,0,0,0,0,0,0,0,20202,PRINCIPAL_SUPERVISOR,1965,South Africa,,2668,25,Yes ,>=0 to 5,0,2,0,0,6,9,,,,,,,,,,,,,,,
1,,,,31/10/06,,,,,,,,,,,,,,,,,,,,,70832,CHIEF_INVESTIGATOR,1955,Australia,,3028,31,Yes ,more than 15,1,1,13,14,13,3,,,,,,,,,,,,,,,
0,21A,50A,A ,1/11/06,440110,100,0,0,0,0,0,0,0,0,750404,100,0,0,0,0,0,0,0,0,70987,CHIEF_INVESTIGATOR,1965,Australia,,2543,25,Yes ,>5 to 10,0,2,0,1,2,2,,,,,,,,,,,,,,,
1,,,A ,1/11/06,300603,100,0,0,0,0,0,0,0,0,770704,100,0,0,0,0,0,0,0,0,491322,CHIEF_INVESTIGATOR,1955,Australia,,1098,1,,Less than 0,0,0,0,0,0,1,291112,CHIEF_INVESTIGATOR,1960,Australia,,1098,1,,Less than 0,0,0,0,0,0,0
0,21A,50A,A ,1/11/06,230199,50,240201,50,0,0,0,0,0,0,740301,100,0,0,0,0,0,0,0,0,73497,CHIEF_INVESTIGATOR,1955,Australia,,3098,31,Yes ,>10 to 15,0,2,1,1,1,0,,,,,,,,,,,,,,,
0,21A,50A,A ,1/11/06,270804,40,300602,30,300699,30,0,0,0,0,780105,60,620303,30,620399,10,0,0,0,0,8012,CHIEF_INVESTIGATOR,1960,Western Europe,,1098,1,Yes ,>5 to 10,1,5,0,0,2,1,,,,,,,,,,,,,,,
1,,,E ,1/11/06,320503,100,0,0,0,0,0,0,0,0,730106,100,0,0,0,0,0,0,0,0,20202,PRINCIPAL_SUPERVISOR,1965,South Africa,,2668,25,Yes ,>=0 to 5,0,2,0,0,6,9,,STUDRES,,,,,,,,,,,,,
0,21A,50A,A ,1/11/06,260114,60,260104,40,0,0,0,0,0,0,770102,50,770405,50,0,0,0,0,0,0,22292,CHIEF_INVESTIGATOR,1970,New Zealand,,1033,1,,,0,2,0,7,2,0,,,,,,,,,,,,,,,
1,21A,50A,A ,1/11/06,280112,40,280302,40,280213,20,0,0,0,0,700103,50,700199,50,0,0,0,0,0,0,66877,CHIEF_INVESTIGATOR,1955,Australia,,2163,19,,Less than 0,2,1,0,2,0,1,,,,,,,,,,,,,,,
1,,,,1/11/06,330109,100,0,0,0,0,0,0,0,0,749999,100,0,0,0,0,0,0,0,0,11507,CHIEF_INVESTIGATOR,1945,Australia,,2298,46,Yes ,>5 to 10,1,0,0,2,3,4,,,,,,,,,,,,,,,
1,21A,50A,A ,1/11/06,370102,40,370104,30,370402,30,0,0,0,0,750803,30,759999,70,0,0,0,0,0,0,7662,CHIEF_INVESTIGATOR,1960,Australia,,3508,4,Yes ,>10 to 15,1,0,0,3,0,1,,,,,,,,,,,,,,,
0,21A,50A,A ,1/11/06,310102,40,310105,10,430101,50,0,0,0,0,750901,100,0,0,0,0,0,0,0,0,35137,CHIEF_INVESTIGATOR,1970,Australia,,653,7,,,2,1,0,0,0,2,,,,,,,,,,,,,,,
1,21A,50A,A ,1/11/06,240203,33,240401,33,240402,34,0,0,0,0,780102,50,660199,20,740301,30,0,0,0,0,72267,CHIEF_INVESTIGATOR,1960,Australia,,1998,19,Yes ,>10 to 15,6,0,13,13,13,6,,,,,,,,,,,,,,,
1,21A,50A,A ,1/11/06,320502,50,320602,50,0,0,0,0,0,0,730110,100,0,0,0,0,0,0,0,0,19517,CHIEF_INVESTIGATOR,1965,Australia,,2668,25,Yes ,>=0 to 5,4,3,1,0,0,0,,,,,,,,,,,,,,,
0,21A,50A,A ,1/11/06,410101,70,410103,20,410102,10,0,0,0,0,750201,100,0,0,0,0,0,0,0,0,13512,CHIEF_INVESTIGATOR,1960,Australia,English,3708,10,Yes ,>5 to 10,0,1,0,0,6,0,,,,,,,,,,,,,,,
1,180D,10B,C ,1/11/06,321208,100,0,0,0,0,0,0,0,0,730399,100,0,0,0,0,0,0,0,0,54322,CHIEF_INVESTIGATOR,1960,Eastern Europe,,2923,25,,Less than 0,0,0,0,0,0,2,73757,CHIEF_INVESTIGATOR,1965,Australia,,2923,25,Yes ,>5 to 10,1,1,0,0,0,0
1,,,,1/11/06,330199,100,0,0,0,0,0,0,0,0,740401,100,0,0,0,0,0,0,0,0,10987,CHIEF_INVESTIGATOR,1950,Australia,,2298,46,Yes ,Less than 0,0,0,0,0,1,0,351122,CHIEF_INVESTIGATOR,1950,Australia,,2298,46,,>=0 to 5,0,0,0,0,0,0
0,21A,50A,A ,1/11/06,379902,34,370602,33,280305,33,0,0,0,0,700199,34,751005,33,751006,33,0,0,0,0,66897,CHIEF_INVESTIGATOR,1945,Australia,,803,7,Yes ,more than 15,0,2,1,2,0,0,,,,,,,,,,,,,,,
1,21A,50A,A ,1/11/06,290699,34,260699,33,250103,33,0,0,0,0,770101,34,770199,33,770202,33,0,0,0,0,57272,CHIEF_INVESTIGATOR,1975,North America,,2053,19,Yes ,>=0 to 5,3,2,5,9,2,0,,,,,,,,,,,,,,,
0,21A,50A,A ,1/11/06,291404,60,250103,30,290699,10,0,0,0,0,670901,100,0,0,0,0,0,0,0,0,126927,CHIEF_INVESTIGATOR,1965,Australia,,2053,19,Yes ,>=0 to 5,0,4,11,6,4,0,,,,,,,,,,,,,,,
1,21A,50A,A ,1/11/06,419901,70,420305,10,430101,20,0,0,0,0,750805,60,750308,20,750104,20,0,0,0,0,36042,CHIEF_INVESTIGATOR,1970,Australia,,528,7,Yes ,>=0 to 5,1,0,0,0,2,0,,,,,,,,,,,,,,,
1,21A,50A,A ,1/11/06,250103,70,259999,30,0,0,0,0,0,0,780103,100,0,0,0,0,0,0,0,0,7947,CHIEF_INVESTIGATOR,1960,Asia Pacific,,3048,31,Yes ,>5 to 10,3,0,19,5,3,3,79837,CHIEF_INVESTIGATOR,1950,Australia,,3048,31,Yes ,more than 15,0,0,0,0,0,0
0,21A,50A,A ,1/11/06,430101,60,410303,30,310105,10,0,0,0,0,750901,60,710599,20,700199,20,0,0,0,0,66752,CHIEF_INVESTIGATOR,1965,Australia,,653,7,Yes ,>5 to 10,0,2,0,0,1,1,,,,,,,,,,,,,,,
0,21A,50A,A ,1/11/06,321202,50,321028,50,0,0,0,0,0,0,730299,50,730114,50,0,0,0,0,0,0,8772,CHIEF_INVESTIGATOR,1965,Australia,,2763,25,,Less than 0,4,4,4,6,4,2,,,,,,,,,,,,,,,
1,,,A ,1/11/06,350303,100,0,0,0,0,0,0,0,0,720102,100,0,0,0,0,0,0,0,0,66197,CHIEF_INVESTIGATOR,1950,Australia,,1663,13,,more than 15,1,0,0,0,5,3,,EXTERNAL_ADVISOR,,,,,,,,,,,,,
1,,,A ,1/11/06,321004,100,0,0,0,0,0,0,0,0,730105,100,0,0,0,0,0,0,0,0,78817,CHIEF_INVESTIGATOR,1950,Western Europe,,2713,25,Yes ,more than 15,3,2,5,11,9,3,,,,,,,,,,,,,,,
1,,,,1/11/06,270706,100,0,0,0,0,0,0,0,0,779903,100,0,0,0,0,0,0,0,0,82117,CHIEF_INVESTIGATOR,1930,Australia,,3268,31,,more than 15,0,0,0,0,2,0,,,,,,,,,,,,,,,
1,,,A ,1/11/06,250302,100,0,0,0,0,0,0,0,0,670403,100,0,0,0,0,0,0,0,0,53202,CHIEF_INVESTIGATOR,1975,Australia,,3048,31,Yes ,>=0 to 5,1,2,11,2,1,2,,,,,,,,,,,,,,,
1,21A,50A,A ,1/11/06,360202,50,360201,30,360101,20,0,0,0,0,750605,60,720499,40,0,0,0,0,0,0,63772,CHIEF_INVESTIGATOR,1960,Australia,,828,7,Yes ,>5 to 10,1,1,8,2,1,6,,,,,,,,,,,,,,,
1,21A,50A,A ,1/11/06,280104,100,0,0,0,0,0,0,0,0,700199,100,0,0,0,0,0,0,0,0,27352,CHIEF_INVESTIGATOR,1960,Great Britain,English,3073,31,Yes ,>5 to 10,1,1,0,1,10,2,,,,,,,,,,,,,,,
1,21A,50A,A ,1/11/06,370201,75,321206,15,321299,10,0,0,0,0,730217,10,730218,20,730219,70,0,0,0,0,81037,CHIEF_INVESTIGATOR,1945,Australia,,978,25,Yes ,more than 15,0,0,0,1,0,4,9502,CHIEF_INVESTIGATOR,1950,South Africa,,978,25,Yes ,>5 to 10,2,2,0,0,0,0
1,,,,1/11/06,,,,,,,,,,,,,,,,,,,,,70832,CHIEF_INVESTIGATOR,1955,Australia,,3028,31,Yes ,more than 15,1,1,13,14,13,3,,,,,,,,,,,,,,,
0,21A,50A,A ,1/11/06,280506,60,280110,40,0,0,0,0,0,0,700302,70,700399,30,0,0,0,0,0,0,3062,CHIEF_INVESTIGATOR,1960,Western Europe,,2153,19,Yes ,>10 to 15,0,1,2,6,0,1,,,,,,,,,,,,,,,
0,21A,50A,A ,1/11/06,300105,25,300302,50,300305,25,0,0,0,0,620204,100,0,0,0,0,0,0,0,0,20472,CHIEF_INVESTIGATOR,1970,Australia,,1038,1,,Less than 0,1,3,0,1,0,0,,,,,,,,,,,,,,,
0,21A,50A,A ,1/11/06,320202,60,320405,20,270304,20,0,0,0,0,730102,60,670401,30,730117,10,0,0,0,0,49227,CHIEF_INVESTIGATOR,1970,Eastern Europe,,2628,25,Yes ,>=0 to 5,2,1,5,2,2,1,,,,,,,,,,,,,,,
1,,,A ,1/11/06,330104,100,0,0,0,0,0,0,0,0,749906,50,749902,50,0,0,0,0,0,0,290727,CHIEF_INVESTIGATOR,1950,Australia,English,2298,46,Yes ,>=0 to 5,0,0,0,0,0,0,22112,CHIEF_INVESTIGATOR,1975,,,,,,,0,0,0,0,0,0
0,21A,50A,A ,1/11/06,320305,50,270208,50,0,0,0,0,0,0,730102,50,730108,50,0,0,0,0,0,0,34737,CHIEF_INVESTIGATOR,1970,North America,,2603,25,Yes ,Less than 0,5,11,2,8,10,1,,,,,,,,,,,,,,,
0,21A,50A,A ,1/11/06,370101,20,420301,40,420302,40,0,0,0,0,750103,30,750604,40,751004,30,0,0,0,0,82452,CHIEF_INVESTIGATOR,1960,North America,,528,7,Yes ,>10 to 15,0,1,0,9,3,0,,,,,,,,,,,,,,,
1,,,,2/11/06,,,,,,,,,,,,,,,,,,,,,79192,CHIEF_INVESTIGATOR,1950,Australia,,2523,25,Yes ,more than 15,2,5,42,55,18,4,,,,,,,,,,,,,,,
0,89A,30B,A ,6/11/06,321004,100,0,0,0,0,0,0,0,0,730105,100,0,0,0,0,0,0,0,0,119372,CHIEF_INVESTIGATOR,1970,Eastern Europe,Other,2813,25,Yes ,>=0 to 5,1,2,0,1,2,0,,,,,,,,,,,,,,,
0,4D,10A,,6/11/06,321004,100,0,0,0,0,0,0,0,0,730105,100,0,0,0,0,0,0,0,0,69812,CHIEF_INVESTIGATOR,1960,Australia,,2813,25,,>5 to 10,2,9,13,11,15,2,119372,CHIEF_INVESTIGATOR,1970,Eastern Europe,Other,2813,25,Yes ,>=0 to 5,1,2,0,0,0,0
0,89A,30B,A ,6/11/06,321004,100,0,0,0,0,0,0,0,0,730105,100,0,0,0,0,0,0,0,0,69812,CHIEF_INVESTIGATOR,1960,Australia,,2813,25,,>5 to 10,2,9,13,11,15,2,33202,CHIEF_INVESTIGATOR,1965,,,,,,,0,0,0,0,0,0
0,221A,30B,B ,9/11/06,270603,60,321003,30,320603,10,0,0,0,0,730106,80,730203,20,0,0,0,0,0,0,1797,CHIEF_INVESTIGATOR,1960,North America,,2678,25,Yes ,>5 to 10,5,14,0,9,7,0,,STUD_CHIEF_INVESTIGATOR,,,,,,,,,,,,,
0,245A,30D,C ,9/11/06,270599,50,270708,25,270707,25,0,0,0,0,770703,25,770903,75,0,0,0,0,0,0,39407,CHIEF_INVESTIGATOR,1980,Australia,,3248,31,,>=0 to 5,1,2,0,0,1,0,5222,CHIEF_INVESTIGATOR,1940,Australia,,3268,31,,Less than 0,0,4,1,4,5,0
0,245A,30D,B ,9/11/06,270708,25,270707,25,270599,50,0,0,0,0,770903,75,770703,25,0,0,0,0,0,0,39407,CHIEF_INVESTIGATOR,1980,Australia,,3248,31,,>=0 to 5,1,2,0,0,1,0,5222,CHIEF_INVESTIGATOR,1940,Australia,,3268,31,,Less than 0,0,4,1,4,5,0
1,,,A ,10/11/06,350301,100,0,0,0,0,0,0,0,0,720103,100,0,0,0,0,0,0,0,0,66197,CHIEF_INVESTIGATOR,1950,Australia,,1663,13,,more than 15,1,0,0,0,5,3,,EXTERNAL_ADVISOR,,,,,,,,,,,,,
1,,,A ,10/11/06,430199,50,430101,50,0,0,0,0,0,0,750901,50,750899,50,0,0,0,0,0,0,35137,CHIEF_INVESTIGATOR,1970,Australia,,653,7,,,2,1,0,0,0,2,,,,,,,,,,,,,,,
0,221A,30B,B ,10/11/06,270603,60,321205,30,320603,10,0,0,0,0,730114,60,730204,10,730215,30,0,0,0,0,78992,CHIEF_INVESTIGATOR,1945,Australia,,2763,25,Yes ,more than 15,2,0,6,15,5,6,1797,CHIEF_INVESTIGATOR,1960,North America,,2678,25,Yes ,>5 to 10,5,14,0,0,0,0
0,2B,10A,C ,10/11/06,330202,40,330206,30,330101,30,0,0,0,0,740201,40,749904,40,749906,20,0,0,0,0,80692,CHIEF_INVESTIGATOR,1950,Australia,,2298,46,Yes ,>10 to 15,2,3,1,2,2,0,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,
0,1A,10A,,13/11/06,321004,100,0,0,0,0,0,0,0,0,730203,100,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,21A,50A,A ,13/11/06,270304,40,270201,30,320405,30,0,0,0,0,730101,80,670403,10,610102,10,0,0,0,0,77342,CHIEF_INVESTIGATOR,1965,Australia,,2763,25,Yes ,>=0 to 5,2,1,4,3,0,0,,,,,,,,,,,,,,,
1,,,A ,13/11/06,,,,,,,,,,,,,,,,,,,,,7452,CHIEF_INVESTIGATOR,1960,North America,,2628,25,,>5 to 10,3,5,8,9,5,5,,,,,,,,,,,,,,,
1,21A,50A,A ,13/11/06,250502,40,250103,30,249901,30,0,0,0,0,730203,50,730104,30,670403,20,0,0,0,0,547,CHIEF_INVESTIGATOR,1960,Australia,,2053,19,Yes ,>10 to 15,0,0,8,23,3,0,495212,CHIEF_INVESTIGATOR,1965,Australia,,2053,19,,Less than 0,4,2,0,0,0,0
1,21A,50A,A ,13/11/06,321014,70,321005,30,0,0,0,0,0,0,730116,100,0,0,0,0,0,0,0,0,74012,CHIEF_INVESTIGATOR,1955,Australia,,2893,25,Yes ,>5 to 10,1,0,2,7,5,16,,,,,,,,,,,,,,,
1,21A,50A,A ,13/11/06,310101,40,310103,40,280211,20,0,0,0,0,760199,40,750803,30,751003,30,0,0,0,0,680542,CHIEF_INVESTIGATOR,1960,,,,,,,0,0,0,1,0,1,11552,CHIEF_INVESTIGATOR,1955,Asia Pacific,,3508,4,Yes ,>5 to 10,1,1,0,0,0,0
1,21A,50A,A ,13/11/06,250103,40,291404,30,290702,30,0,0,0,0,640302,50,670901,40,671709,10,0,0,0,0,126927,CHIEF_INVESTIGATOR,1965,Australia,,2053,19,Yes ,>=0 to 5,1,4,11,6,4,0,,,,,,,,,,,,,,,
1,,,B ,13/11/06,291405,50,290502,50,0,0,0,0,0,0,670306,100,0,0,0,0,0,0,0,0,65782,CHIEF_INVESTIGATOR,1950,Australia,,1098,1,Yes ,>=0 to 5,1,1,0,0,0,2,,,,,,,,,,,,,,,
1,,,,13/11/06,,,,,,,,,,,,,,,,,,,,,7452,CHIEF_INVESTIGATOR,1960,North America,,2628,25,,>5 to 10,3,5,8,9,5,5,,,,,,,,,,,,,,,
1,,,,14/11/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,B ,14/11/06,321214,50,321207,30,370204,20,0,0,0,0,730205,51,730206,49,0,0,0,0,0,0,489907,CHIEF_INVESTIGATOR,1960,,,2298,46,,>=0 to 5,0,0,0,0,0,0,10867,CHIEF_INVESTIGATOR,1960,Australia,,2298,46,,>5 to 10,0,0,0,1,1,2
1,2B,10A,C ,14/11/06,321207,50,321210,30,321202,20,0,0,0,0,730206,50,730204,40,730217,10,0,0,0,0,143802,CHIEF_INVESTIGATOR,1965,Australia,,2523,25,,,1,1,0,0,1,0,,,,,,,,,,,,,,,
1,21A,50A,A ,15/11/06,260601,70,260602,30,0,0,0,0,0,0,770103,60,770101,40,0,0,0,0,0,0,39457,CHIEF_INVESTIGATOR,1960,Australia,,3123,31,Yes ,>=0 to 5,1,2,0,3,5,2,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,
1,,,B ,15/11/06,350302,100,0,0,0,0,0,0,0,0,720299,100,0,0,0,0,0,0,0,0,577,CHIEF_INVESTIGATOR,1965,,,,,,,0,0,0,2,3,0,66197,CHIEF_INVESTIGATOR,1950,Australia,,1663,13,,more than 15,1,0,0,0,0,0
1,21A,50A,A ,15/11/06,330107,50,330201,30,380302,20,0,0,0,0,740102,40,740201,40,751002,20,0,0,0,0,14487,CHIEF_INVESTIGATOR,1945,Australia,,2298,46,,Less than 0,1,3,0,1,0,3,,,,,,,,,,,,,,,
1,149A,30B,A ,15/11/06,321021,100,0,0,0,0,0,0,0,0,730211,100,0,0,0,0,0,0,0,0,110607,CHIEF_INVESTIGATOR,1960,,,,,,,0,0,0,0,0,0,43857,CHIEF_INVESTIGATOR,1960,South Africa,,2768,25,Yes ,>=0 to 5,0,0,0,0,0,0
1,21A,50A,A ,15/11/06,321204,100,0,0,0,0,0,0,0,0,730211,100,0,0,0,0,0,0,0,0,47517,CHIEF_INVESTIGATOR,1970,Australia,English,2533,25,,,1,1,1,8,2,2,615312,CHIEF_INVESTIGATOR,1975,Australia,,2533,25,Yes ,>=0 to 5,0,1,0,0,0,0
1,,,A ,15/11/06,350302,100,0,0,0,0,0,0,0,0,710401,100,0,0,0,0,0,0,0,0,26862,CHIEF_INVESTIGATOR,1945,Australia,,1663,13,,Less than 0,0,0,0,0,0,0,66197,CHIEF_INVESTIGATOR,1950,Australia,,1663,13,,more than 15,1,0,0,0,0,0
1,21A,50A,A ,15/11/06,321014,100,0,0,0,0,0,0,0,0,730201,20,730204,60,730116,20,0,0,0,0,46132,CHIEF_INVESTIGATOR,1975,Australia,,2893,25,Yes ,>=0 to 5,4,4,6,5,1,0,,,,,,,,,,,,,,,
1,21A,50A,A ,15/11/06,430102,100,0,0,0,0,0,0,0,0,750702,85,750699,15,0,0,0,0,0,0,27192,CHIEF_INVESTIGATOR,1970,Australia,,653,7,Yes ,>5 to 10,3,1,3,0,0,0,,,,,,,,,,,,,,,
1,21A,50A,A ,15/11/06,240101,100,0,0,0,0,0,0,0,0,780102,100,0,0,0,0,0,0,0,0,72447,CHIEF_INVESTIGATOR,1950,Australia,,3198,31,Yes ,>10 to 15,2,2,5,22,4,0,,,,,,,,,,,,,,,
1,21A,50A,A ,15/11/06,240302,60,240101,30,240201,10,0,0,0,0,780102,100,0,0,0,0,0,0,0,0,98432,CHIEF_INVESTIGATOR,1975,Australia,,3198,31,Yes ,>=0 to 5,1,1,7,9,1,1,,,,,,,,,,,,,,,
1,21A,50A,A ,15/11/06,400104,50,390113,30,390119,10,390305,10,0,0,751004,50,750599,30,750202,20,0,0,0,0,73417,CHIEF_INVESTIGATOR,1960,Australia,,3658,22,,>10 to 15,1,1,4,2,3,4,,,,,,,,,,,,,,,
1,21A,50A,A ,15/11/06,321003,100,0,0,0,0,0,0,0,0,730106,100,0,0,0,0,0,0,0,0,20202,PRINCIPAL_SUPERVISOR,1965,South Africa,,2668,25,Yes ,>=0 to 5,0,2,0,0,6,9,78962,CHIEF_INVESTIGATOR,1955,Australia,,2668,25,,Less than 0,2,3,0,0,0,0
1,21A,50A,A ,15/11/06,430108,60,420307,20,440105,20,0,0,0,0,750902,60,720202,20,780107,20,0,0,0,0,24577,CHIEF_INVESTIGATOR,1965,Australia,,653,7,Yes ,>5 to 10,1,1,2,0,0,0,,,,,,,,,,,,,,,
1,21A,50A,A ,15/11/06,250301,100,0,0,0,0,0,0,0,0,780103,40,730108,30,670403,30,0,0,0,0,111122,CHIEF_INVESTIGATOR,1970,Australia,,3048,31,Yes ,>=0 to 5,2,1,4,5,5,0,,,,,,,,,,,,,,,
1,21A,50A,A ,15/11/06,321014,100,0,0,0,0,0,0,0,0,730116,100,0,0,0,0,0,0,0,0,75992,CHIEF_INVESTIGATOR,1965,Asia Pacific,,2893,25,Yes ,>5 to 10,1,1,0,4,1,0,,,,,,,,,,,,,,,
1,21A,50A,A ,15/11/06,360105,50,360199,50,0,0,0,0,0,0,750601,40,750703,40,750799,20,0,0,0,0,69657,CHIEF_INVESTIGATOR,1955,Great Britain,English,828,7,Yes ,more than 15,4,5,0,2,11,4,,,,,,,,,,,,,,,
1,21A,50A,A ,15/11/06,291599,45,270899,35,320599,20,0,0,0,0,780105,50,730109,30,730118,20,0,0,0,0,77987,CHIEF_INVESTIGATOR,1960,Australia,,2498,25,,>=0 to 5,0,0,1,2,2,1,105337,CHIEF_INVESTIGATOR,1950,Australia,,2828,25,,>=0 to 5,1,1,0,0,0,0
1,21A,50A,A ,15/11/06,321013,40,321024,40,321403,20,0,0,0,0,730303,50,730104,50,0,0,0,0,0,0,17617,CHIEF_INVESTIGATOR,1965,North America,English,2563,25,Yes ,>5 to 10,0,0,1,1,0,0,67037,CHIEF_INVESTIGATOR,1950,Eastern Europe,,2563,25,Yes ,>10 to 15,3,6,0,0,0,0
1,21A,50A,A ,15/11/06,321029,100,0,0,0,0,0,0,0,0,730109,70,730113,30,0,0,0,0,0,0,143357,CHIEF_INVESTIGATOR,1965,Asia Pacific,,2728,25,Yes ,>=0 to 5,2,0,0,1,10,0,,,,,,,,,,,,,,,
